Company Name,Business Name,Street Address,City,Burrough,Province,Postal Code,Telephone Number,Line of Business,Latitude,Longitude,Primary NAICS,Primary SIC,Sales Volume,Total Employees,Local Employees,Year Started
"STARBUCKS COFFEE CANADA, INC",,1887 AVENUE RD,Toronto,NORTH YORK,Ontario,M5M 3Z9,4167879353,EATING PLACES,43.73258,-79.419141,722513,58120304,$0.00 ,0,10,
"STARBUCKS COFFEE CANADA, INC",,1088 YONGE ST,Toronto,TORONTO,Ontario,M4W 2L4,4169240697,EATING PLACES,43.67799,-79.390211,722513,58120304,$0.00 ,0,10,
"STARBUCKS COFFEE CANADA, INC",,55 BLOOR ST W,Toronto,TORONTO,Ontario,M4W 1A5,4169258989,EATING PLACES,43.66963,-79.388641,722513,58120304,$0.00 ,0,16,
"STARBUCKS COFFEE CANADA, INC",,3401 DUFFERIN ST SUITE 2,Toronto,NORTH YORK,Ontario,M6A 2T9,4167827998,EATING PLACES,43.724687,-79.457041,722513,58120304,$0.00 ,0,15,
"STARBUCKS COFFEE CANADA, INC",,626 SHEPPARD AVE W,Toronto,NORTH YORK,Ontario,M3H 2S1,4166316868,EATING PLACES,43.755191,-79.440519,722513,58120304,$0.00 ,0,10,
"STARBUCKS COFFEE CANADA, INC",,527 KING ST W,Toronto,TORONTO,Ontario,M5V 1K4,4165960101,EATING PLACES,43.64464,-79.398261,722513,58120304,$0.00 ,0,15,
"STARBUCKS COFFEE CANADA, INC",,65 WICKSTEED AVE UNIT C,Toronto,EAST YORK,Ontario,M4G 4H9,4164298827,EATING PLACES,43.71053,-79.361741,722513,58120304,$0.00 ,0,19,
"STARBUCKS COFFEE CANADA, INC",,1005 KING ST W SUITE 7,Toronto,TORONTO,Ontario,M6K 3M8,4169791953,EATING PLACES,43.64123,-79.414361,722513,58120304,$0.00 ,0,5,
"STARBUCKS COFFEE CANADA, INC",,421 DUNDAS ST W UNIT BB23,Toronto,TORONTO,Ontario,M5T 2W4,4165989468,EATING PLACES,43.65318,-79.395241,722513,58120304,$0.00 ,0,10,
"STARBUCKS COFFEE CANADA, INC",,941 COLLEGE ST,Toronto,TORONTO,Ontario,M6H 1A6,4165887979,EATING PLACES,43.65342,-79.426461,722513,58120304,$0.00 ,0,5,
"STARBUCKS COFFEE CANADA, INC",,6620 FINCH AVE W UNIT 13,Toronto,ETOBICOKE,Ontario,M9V 5H7,6479610635,EATING PLACES,43.734551,-79.602008,722513,58120304,$0.00 ,0,1,
"STARBUCKS COFFEE CANADA, INC",,10 DUNDAS ST E SUITE 128,Toronto,TORONTO,Ontario,M5B 2G9,4165939790,EATING PLACES,43.65668,-79.380651,722513,58120304,$0.00 ,0,20,
"STARBUCKS COFFEE CANADA, INC",,130 ST. GEORGE ST,Toronto,TORONTO,Ontario,M5S 1A5,4162287300,EATING PLACES,43.66453,-79.399131,722513,58120304,$0.00 ,0,1,
"STARBUCKS COFFEE CANADA, INC",,20 WILLIAM KITCHEN RD SUITE 2,Toronto,SCARBOROUGH,Ontario,M1P 5B7,4163354016,EATING PLACES,43.771238,-79.279183,722513,58120304,$0.00 ,0,14,
"STARBUCKS COFFEE CANADA, INC",,3250 YONGE ST,Toronto,TORONTO,Ontario,M4N 2L4,4164888277,EATING PLACES,43.72976,-79.403751,722513,58120304,$0.00 ,0,15,
"STARBUCKS COFFEE CANADA, INC",,444 EGLINTON AVE W,Toronto,TORONTO,Ontario,M5N 1A5,4164880178,EATING PLACES,43.70416,-79.411851,722513,58120304,$0.00 ,0,15,
"STARBUCKS COFFEE CANADA, INC",,900 EGLINTON AVE W,Toronto,TORONTO,Ontario,M6C 2B6,4167809138,EATING PLACES,43.70081,-79.427471,722513,58120304,$0.00 ,0,15,
"STARBUCKS COFFEE CANADA, INC",,5 ROSEHILL AVE,Toronto,TORONTO,Ontario,M4T 3A6,4169205955,EATING PLACES,43.68613,-79.392851,722513,58120304,$0.00 ,0,12,
"STARBUCKS COFFEE CANADA, INC",,155 UNIVERSITY AVE SUITE 1500,Toronto,TORONTO,Ontario,M5H 3B7,,EATING PLACES,43.64859,-79.384691,722513,58120304,$0.00 ,0,8,
"STARBUCKS COFFEE CANADA, INC",,185 KING ST E,Toronto,TORONTO,Ontario,M5A 1J4,4163686155,EATING PLACES,43.65049,-79.370721,722513,58120304,$0.00 ,0,16,
"STARBUCKS COFFEE CANADA, INC",,555 UNIVERSITY AVE,Toronto,TORONTO,Ontario,M5G 1X8,4169770855,EATING PLACES,43.65656,-79.38884,722513,58120304,$0.00 ,0,12,
STATION COLD BREW COFFEE,,300 CAMPBELL AVENUE,Toronto,TORONTO,Ontario,M6P 3V6,6474023236,EATING PLACES,43.665884,-79.450113,722513,58120304,$0.00 ,10,10,2016
ST CLAIR COFFEE SHOP,,45 ST CLAIR AVE W SUITE 103,Toronto,TORONTO,Ontario,M4V 1K9,4169232000,EATING PLACES,43.68746,-79.395411,722513,58120304,"$109,441.00 ",3,3,1984
STRANGELOVE COFFEE INC,,101 SPADINA AVE SUITE 101,Toronto,TORONTO,Ontario,M5V 2K2,,EATING PLACES,43.646555,-79.395287,722513,58120304,"$306,435.00 ",11,11,2017
ST URBAIN BAGEL BAKERY LTD,,895 EGLINTON AVE W,Toronto,TORONTO,Ontario,M6C 2C1,4167876955,RETAIL BAKERIES,43.70045,-79.426871,311811,54610000,$0.00 ,0,10,
SUNBURST COFFEE SERVICES,,3021 MARKHAM RD SUITE 43,Toronto,SCARBOROUGH,Ontario,M1X 1L8,,"GROCERIES AND RELATED PRODUCTS, NEC, NSK",43.8292,-79.248711,424490,51490901,"$152,427.00 ",1,1,1989
SUNNY DONUT DELI,,8130 SHEPPARD AVE E,Toronto,SCARBOROUGH,Ontario,M1B 3W3,,"GROCERY STORES, NSK",43.80258,-79.198431,445110,54119902,"$218,882.00 ",2,2,
SUNNY JOES,,250 SORAUREN AVE,Toronto,TORONTO,Ontario,M6R 2G2,4165399420,EATING PLACES,43.64718,-79.444041,722513,58120304,"$175,292.00 ",5,5,2013
SUNSHINE COFFEE,,1200 MARKHAM ROAD,Toronto,TORONTO,Ontario,M1H 3C3,,"GROCERY STORES, NSK",43.776643,-79.231986,445110,54110000,$0.00 ,1,1,2013
SUPERIOR BLEND COFFEE LTD,,18 MEDULLA AVE,Toronto,ETOBICOKE,Ontario,M8Z 5L5,4166460207,"GROCERIES AND RELATED PRODUCTS, NEC, NSK",43.62252,-79.546711,424490,51490901,"$594,467.00 ",4,4,1992
TAILOR MADE CAFE,,1867 YONGE ST,Toronto,TORONTO,Ontario,M4S 1Y5,4168999921,EATING PLACES,43.697189,-79.39634,722513,58120304,$0.00 ,10,10,2017
"TAMPERED PRESS, THE",,256 CRAWFORD ST,Toronto,TORONTO,Ontario,M6J 2V8,4165349739,EATING PLACES,43.65015,-79.417351,722513,58120304,"$175,292.00 ",5,5,2009
TANGO CAFE,,468 QUEEN ST E SUITE 202,Toronto,TORONTO,Ontario,M5A 1T7,4166190110,"COMMERCIAL EQUIPMENT, NEC",43.65677,-79.360181,423440,50460302,"$485,101.00 ",3,3,
TANGO PALACE COFFEE CO INC,,1156 QUEEN ST E,Toronto,TORONTO,Ontario,M4M 1L2,4164658085,EATING PLACES,43.66266,-79.333711,722513,58120304,"$342,962.00 ",12,12,1993
TARTS TREATS AND COFFEE,,1700 SHEPPARD AVE E,Toronto,NORTH YORK,Ontario,M2J 5G9,4164941735,EATING PLACES,43.77541,-79.346571,722513,58120304,"$297,233.00 ",10,10,
TEALCHEMY CORPORATION,,508 WELLINGTON ST W UNIT 510,Toronto,TORONTO,Ontario,M5V 0K8,,"FOOD PREPARATIONS, NEC, NSK",43.643188,-79.399105,311920,20999917,"$372,488.00 ",3,3,2011
TEA MASTERS LIMITED,,2202 EGLINTON AVE E SUITE 101,Toronto,SCARBOROUGH,Ontario,M1L 2N3,,EATING PLACES,43.72998,-79.278811,722513,58120304,"$72,231.00 ",2,2,1992
THE CANNONBALL,,641 QUEEN ST E,Toronto,TORONTO,Ontario,M4M 1G4,4164630500,EATING PLACES,43.658213,-79.35248,722513,58120304,$0.00 ,10,10,2017
THERMO KING COFFEE SERVICES,,20 BERMONDSEY RD,Toronto,TORONTO,Ontario,M4B 1Z5,,EATING PLACES,43.71577,-79.312281,722511,58120000,"$75,452.00 ",2,2,
TIM HORTONS,,2050 VICTORIA PARK AVE SUITE 1,Toronto,NORTH YORK,Ontario,M1R 1V2,4163841550,EATING PLACES,43.753017,-79.313609,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,570 KIPLING AVE SUITE A,Toronto,ETOBICOKE,Ontario,M8Z 5E8,4165039729,EATING PLACES,43.6154,-79.524571,722513,58120304,"$914,564.00 ",30,30,2004
TIM HORTONS,,1571 SANDHURST CIR,Toronto,TORONTO,Ontario,M1V 1V2,4162930190,EATING PLACES,43.808863,-79.270939,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,4186 FINCH AVE E,Toronto,SCARBOROUGH,Ontario,M1S 4T5,4163326683,EATING PLACES,43.80369,-79.286901,722513,58120304,"$554,501.00 ",20,20,
TIM HORTONS,,2500 DON MILLS RD,Toronto,NORTH YORK,Ontario,M2J 3B3,4164950092,EATING PLACES,43.77543,-79.348001,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,1800 SHEPPARD AVE E SUITE 2109,Toronto,NORTH YORK,Ontario,M2J 5A7,4165022009,EATING PLACES,43.775564,-79.345223,722513,58120304,"$838,351.00 ",29,29,
TIM HORTONS,,100 BOROUGH DR SUITE 1,Toronto,SCARBOROUGH,Ontario,M1P 4W2,4162906006,EATING PLACES,43.77313,-79.259611,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,725 WARDEN AVE,Toronto,SCARBOROUGH,Ontario,M1L 4R7,4167516616,EATING PLACES,43.71553,-79.282061,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,25 THE WEST MALL,Toronto,ETOBICOKE,Ontario,M9C 1B8,,EATING PLACES,43.608912,-79.55911,722513,58120304,"$904,636.00 ",25,25,
TIM HORTONS,,2500 EGLINTON AVE E,Toronto,SCARBOROUGH,Ontario,M1K 2R5,4162653745,EATING PLACES,43.73505,-79.257671,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,829 LAKE SHORE BLVD E,Toronto,TORONTO,Ontario,M4M 1B2,4164614636,EATING PLACES,43.65442,-79.337641,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,250 BLOOR ST E,Toronto,TORONTO,Ontario,M4W 1E6,4169214367,EATING PLACES,43.67202,-79.380891,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,333 BLOOR ST E,Toronto,TORONTO,Ontario,M4W 1G9,4169357450,EATING PLACES,43.67131,-79.379821,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,866 AVENUE RD,Toronto,TORONTO,Ontario,M5P 2K3,4164871920,EATING PLACES,43.69839,-79.406231,722513,58120304,"$579,224.00 ",20,20,2006
TIM HORTONS,,1840 BAYVIEW AVE,Toronto,NORTH YORK,Ontario,M4G 3C9,4164890800,EATING PLACES,43.71355,-79.378011,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,426 KIPLING AVE,Toronto,ETOBICOKE,Ontario,M8Z 5C9,4162599444,EATING PLACES,43.60616,-79.520651,722513,58120304,"$731,652.00 ",25,25,
TIM HORTONS,,2291 ISLINGTON AVE,Toronto,ETOBICOKE,Ontario,M9W 3W6,4167448875,EATING PLACES,43.71593,-79.555051,722513,58120304,"$731,652.00 ",25,25,
TIM HORTONS,,3321 DUFFERIN ST,Toronto,TORONTO,Ontario,M6A 2T8,4167853390,EATING PLACES,43.72292,-79.456171,722513,58120304,"$579,224.00 ",20,20,2004
TIM HORTONS,,750 LAWRENCE AVE W SUITE 2623,Toronto,NORTH YORK,Ontario,M6A 1B8,4167846331,EATING PLACES,43.714733,-79.450958,722513,58120304,"$415,876.00 ",15,15,1992
TIM HORTONS,,243 CHURCH ST,Toronto,TORONTO,Ontario,M3H 6A7,4169795000,EATING PLACES,43.70879,-79.507288,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,547 GERRARD ST E,Toronto,TORONTO,Ontario,M4M 1X7,4168592934,EATING PLACES,43.6647,-79.354831,722513,58120304,"$1,524,274.00 ",20,20,
TIM HORTONS,,2611 LAWRENCE AVE E,Toronto,SCARBOROUGH,Ontario,M1P 2S2,4167552399,EATING PLACES,43.75124,-79.264301,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,4228 MIDLAND AVE,Toronto,SCARBOROUGH,Ontario,M1V 4S7,4163321044,EATING PLACES,43.825397,-79.297137,722513,58120304,$0.00 ,10,10,2009
TIM HORTONS,,101 HUMBER COLLEGE BLVD,Toronto,ETOBICOKE,Ontario,M9V 1R8,4167473400,EATING PLACES,43.73037,-79.600891,722513,58120304,"$731,652.00 ",25,25,
TIM HORTONS,,152 NORTH QUEEN ST,Toronto,ETOBICOKE,Ontario,M9C 1A8,4166204280,EATING PLACES,43.619341,-79.554741,722513,58120304,"$700,423.00 ",25,25,2015
TIM HORTONS,,5383 YONGE ST,Toronto,NORTH YORK,Ontario,M2N 5R6,4162291581,EATING PLACES,43.775719,-79.414432,722513,58120304,"$554,501.00 ",20,20,2010
TIM HORTONS,,1244 LAWRENCE AVE E,Toronto,NORTH YORK,Ontario,M3A 1C3,4164440027,EATING PLACES,43.74158,-79.318931,722513,58120304,"$554,501.00 ",20,20,
TIM HORTONS,,4001 LESLIE STREET,Toronto,NORTH YORK,Ontario,M2K 1E1,4163857432,EATING PLACES,43.769352,-79.364097,722513,58120304,$0.00 ,10,10,2015
TIM HORTONS,,150 KILGOUR RD,Toronto,TORONTO,Ontario,M4G 1R8,4164243855,EATING PLACES,43.71841,-79.372921,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,415 THE WESTWAY,Toronto,TORONTO,Ontario,M9R 1H5,4166141171,EATING PLACES,43.683478,-79.566156,722513,58120304,$0.00 ,10,10,2009
TIM HORTONS,,989 MURRAY ROSS PKY,Toronto,NORTH YORK,Ontario,M3J 3M4,4166615900,EATING PLACES,43.77382,-79.514591,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,682 KENNEDY ROAD,Toronto,TORONTO,Ontario,M1K 2B5,4162697075,EATING PLACES,43.727138,-79.265918,722513,58120304,$0.00 ,10,10,2009
TIM HORTONS,,152 PARK LAWN ROAD,Toronto,TORONTO,Ontario,M8Y 3H8,4162523100,EATING PLACES,43.628194,-79.489342,722513,58120304,$0.00 ,10,10,2010
TIM HORTONS,,2375 BRIMLEY ROAD,Toronto,TORONTO,Ontario,M1S 3L6,4167544660,EATING PLACES,43.798228,-79.273186,722513,58120304,$0.00 ,10,10,2013
TIM HORTONS,,1670 MCCOWAN ROAD,Toronto,TORONTO,Ontario,M1S 3L5,4163329547,EATING PLACES,43.78686,-79.257228,722513,58120304,$0.00 ,10,10,2012
TIM HORTONS,,18 KING ST E SUITE 105,Toronto,TORONTO,Ontario,M5C 1C4,4163639687,EATING PLACES,43.64953,-79.377051,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,4400 DUFFERIN ST SUITE B1,Toronto,NORTH YORK,Ontario,M3H 6A8,4166616053,EATING PLACES,43.765244,-79.466194,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,200 BAY ST,Toronto,TORONTO,Ontario,M5J 2J1,4163040162,EATING PLACES,43.64629,-79.379711,722513,58120304,"$1,386,253.00 ",49,49,1995
TIM HORTONS,,575 BAY ST,Toronto,TORONTO,Ontario,M5G 2C5,4169795000,EATING PLACES,43.65555,-79.383281,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,40 KING ST W,Toronto,TORONTO,Ontario,M5H 3Y2,4168157117,EATING PLACES,43.64947,-79.379521,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,515 DREWRY AVE,Toronto,NORTH YORK,Ontario,M2R 2K9,4169019365,EATING PLACES,43.78075,-79.444031,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,4211 KEELE ST,Toronto,NORTH YORK,Ontario,M3J 3T8,4166619839,EATING PLACES,43.77416,-79.492751,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,40 BAY ST SUITE 400,Toronto,TORONTO,Ontario,M5J 2X2,4168155500,EATING PLACES,43.64344,-79.378961,722513,58120304,"$554,501.00 ",20,20,
TIM HORTONS,,325 FRONT ST W,Toronto,TORONTO,Ontario,M5V 2Y1,,EATING PLACES,43.643637,-79.389892,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,309 FINCH AVE W,Toronto,NORTH YORK,Ontario,M2R 1N2,4165120300,EATING PLACES,43.77347,-79.442161,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,200 FRONT ST W,Toronto,TORONTO,Ontario,M5V 3K2,4166401433,EATING PLACES,43.6449,-79.385491,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,5714 YONGE ST,Toronto,TORONTO,Ontario,M2M 4E7,4162250260,EATING PLACES,43.78175,-79.416341,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,160 KENDAL AVE SUITE C420,Toronto,TORONTO,Ontario,M5R 1M3,4164155000,EATING PLACES,43.67601,-79.411011,722513,58120304,"$554,501.00 ",20,20,
TIM HORTONS,,200 KING ST E,Toronto,TORONTO,Ontario,M5A 3W8,4164155000,EATING PLACES,43.6511,-79.370151,722513,58120304,"$579,224.00 ",20,20,2013
TIM HORTONS,,603 DAVENPORT RD,Toronto,TORONTO,Ontario,M5R 1L1,4169205111,EATING PLACES,43.67664,-79.411441,722513,58120304,"$554,501.00 ",20,20,
TIM HORTONS,,1 KING'S COLLEGE CIR,Toronto,TORONTO,Ontario,M5S 1A8,,EATING PLACES,43.66099,-79.394351,722513,58120304,"$434,418.00 ",15,15,
TIM HORTONS,,600 UNIVERSITY AVE,Toronto,TORONTO,Ontario,M5G 1X5,4165864800,EATING PLACES,43.65753,-79.390401,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,99 WELLESLEY ST W SUITE 5440,Toronto,TORONTO,Ontario,M7A 1W3,4163257398,EATING PLACES,43.66359,-79.389801,722513,58120304,"$434,418.00 ",15,15,
TIM HORTONS,,6220 FINCH AVE W,Toronto,ETOBICOKE,Ontario,M9V 0A1,4167412888,EATING PLACES,43.74229,-79.589511,722513,58120304,"$731,652.00 ",25,25,
TIM HORTONS,,1265 MILITARY TRAIL,Toronto,SCARBOROUGH,Ontario,M1C 1A4,4162877058,EATING PLACES,43.785017,-79.185248,722513,58120304,"$579,224.00 ",20,20,2002
TIM HORTONS,,119 SPADINA AVE,Toronto,TORONTO,Ontario,M5V 2L1,4165959338,EATING PLACES,43.64708,-79.395371,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,60 TUXEDO CRT,Toronto,SCARBOROUGH,Ontario,M1G 3S3,4162891700,EATING PLACES,43.77993,-79.232451,722513,58120304,"$914,564.00 ",32,32,
TIM HORTONS,,553 LAKE SHORE BLVD W,Toronto,TORONTO,Ontario,M5V 1A6,4169550099,EATING PLACES,43.63611,-79.399581,722513,58120304,"$554,501.00 ",20,20,
TIM HORTONS,,745 COLLEGE ST,Toronto,TORONTO,Ontario,M6G 1C5,4165168077,EATING PLACES,43.65476,-79.419751,722513,58120304,"$658,351.00 ",20,20,
TIM HORTONS,,3300 BLOOR ST W,Toronto,ETOBICOKE,Ontario,M8X 2W8,4162074977,EATING PLACES,43.644971,-79.522281,722513,58120304,"$731,652.00 ",25,25,
TIM HORTONS,,70 THE POND RD,Toronto,TORONTO,Ontario,M3J 3M6,4164915050,EATING PLACES,43.77128,-79.498811,722513,58120304,"$554,501.00 ",20,20,2007
TIM HORTONS,,2111 FINCH AVE W,Toronto,TORONTO,Ontario,M3N 1N1,4167442500,EATING PLACES,43.75497,-79.526481,722513,58120304,"$554,501.00 ",20,20,
TIM HORTONS,,1896 EGLINTON AVE E,Toronto,SCARBOROUGH,Ontario,M1L 2L9,4162858176,EATING PLACES,43.72645,-79.296931,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,150 WYNFORD DR SUITE 3253,Toronto,NORTH YORK,Ontario,M3C 1K6,4166443222,EATING PLACES,43.72721,-79.326601,722513,58120304,"$554,501.00 ",20,20,
TIM HORTONS,,100 WYNFORD DR SUITE 300,Toronto,NORTH YORK,Ontario,M3C 4B4,4164470683,EATING PLACES,43.72741,-79.331731,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,360 BAY ST SUITE 2401,Toronto,TORONTO,Ontario,M5H 2V6,,EATING PLACES,43.65072,-79.381401,722513,58120304,"$579,224.00 ",20,20,2013
TIM HORTONS,,2 QUEEN ST E,Toronto,TORONTO,Ontario,M5C 3G7,4162141305,EATING PLACES,43.65274,-79.378811,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,1500 FINCH AVE E,Toronto,NORTH YORK,Ontario,M2J 4Y6,4164946794,EATING PLACES,43.79332,-79.354221,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,91 DANFORTH AVE,Toronto,TORONTO,Ontario,M4K 1N2,4169019955,EATING PLACES,43.676177,-79.358549,722513,58120304,$0.00 ,10,10,2014
TIM HORTONS,,825 CALEDONIA RD,Toronto,NORTH YORK,Ontario,M6B 3X8,4167850980,EATING PLACES,43.70214,-79.463061,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,1110 BATHURST ST,Toronto,TORONTO,Ontario,M5R 3H2,4165166161,EATING PLACES,43.67334,-79.414791,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,5220 FINCH AVE E,Toronto,SCARBOROUGH,Ontario,M1S 4Z6,4162935945,EATING PLACES,43.81051,-79.256481,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,101 COLLEGE ST SUITE 14,Toronto,TORONTO,Ontario,M5G 1L7,4169792442,EATING PLACES,43.6598,-79.388751,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,4000 FINCH AVE E,Toronto,SCARBOROUGH,Ontario,M1S 3T6,4162977936,EATING PLACES,43.80179,-79.296151,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,3075 DANFORTH AVE,Toronto,SCARBOROUGH,Ontario,M1L 1A8,,EATING PLACES,43.69091,-79.287771,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,334 BLOOR ST W,Toronto,TORONTO,Ontario,M5S 1W9,4169289603,EATING PLACES,43.66683,-79.404211,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,941 PROGRESS AVE,Toronto,TORONTO,Ontario,M1G 3T8,4162895000,EATING PLACES,43.784027,-79.231702,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,1149 MORNINGSIDE AVE,Toronto,SCARBOROUGH,Ontario,M1B 5J3,4162866152,EATING PLACES,43.80159,-79.199161,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,585 UNIVERSITY AVE,Toronto,TORONTO,Ontario,M5G 2N2,4165950075,EATING PLACES,43.6582,-79.388961,722513,58120304,"$554,501.00 ",20,20,
TIM HORTONS,,130 KING ST SUITE 1800,Toronto,TORONTO,Ontario,M9N 1L5,4168611718,EATING PLACES,43.70655,-79.514281,722513,58120304,"$554,501.00 ",20,20,
TIM HORTONS,,793 WILSON AVENUE,Toronto,TORONTO,Ontario,M3K 1E4,4166338241,EATING PLACES,43.731907,-79.460096,722513,58120304,$0.00 ,10,10,2017
TIM HORTONS,,8129 SHEPPARD AVE E,Toronto,SCARBOROUGH,Ontario,M1B 6A3,4162860725,"MISCELLANEOUS FOOD STORES, NSK",43.80209,-79.198071,445299,54990201,"$990,778.00 ",20,20,
TIM HORTONS,,2044 LAWRENCE AVE E,Toronto,SCARBOROUGH,Ontario,M1R 2Z3,4167590999,EATING PLACES,43.74567,-79.295401,722513,58120304,"$640,195.00 ",22,22,2005
TIM HORTONS,,415 DANFORTH RD,Toronto,SCARBOROUGH,Ontario,M1L 3X8,4166990786,EATING PLACES,43.70619,-79.268061,722513,58120304,"$948,489.00 ",35,35,2005
TIM HORTONS,,3850 SHEPPARD AVE E UNIT 752,Toronto,SCARBOROUGH,Ontario,M1T 3L4,4166099051,EATING PLACES,43.782365,-79.292594,722513,58120304,"$474,245.00 ",17,17,
TIM HORTONS,,2294 KINGSTON RD,Toronto,SCARBOROUGH,Ontario,M1N 1T9,4162679257,EATING PLACES,43.70585,-79.251981,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,438 NUGGET AVE,Toronto,SCARBOROUGH,Ontario,M1S 4A4,4162937741,EATING PLACES,43.79889,-79.241671,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,90 ADELAIDE ST W,Toronto,TORONTO,Ontario,M5H 3V9,4162034636,EATING PLACES,43.649726,-79.381764,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,610 UNIVERSITY AVE,Toronto,TORONTO,Ontario,M5G 2M9,4165042662,EATING PLACES,43.658125,-79.389984,722513,58120304,"$914,564.00 ",30,30,
TIM HORTONS,,3600 SHEPPARD AVE E,Toronto,SCARBOROUGH,Ontario,M1T 3K7,4162987504,EATING PLACES,43.780971,-79.298819,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,3495 LAWRENCE AVE E,Toronto,SCARBOROUGH,Ontario,M1H 1B3,4164382786,EATING PLACES,43.758916,-79.229327,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,3270 EGLINTON AVE E,Toronto,SCARBOROUGH,Ontario,M1J 2H6,4162690786,EATING PLACES,43.743743,-79.216818,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,1150 MARKHAM RD,Toronto,SCARBOROUGH,Ontario,M1H 2Y6,4164385500,EATING PLACES,43.775955,-79.231688,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,2355 KEELE ST SUITE 1021,Toronto,NORTH YORK,Ontario,M6M 4A2,4162471840,EATING PLACES,43.707682,-79.477654,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS,,853 THE QUEENSWAY,Toronto,ETOBICOKE,Ontario,M8Z 1N6,4162551944,EATING PLACES,43.624698,-79.509671,722513,58120304,"$731,652.00 ",25,25,
TIM HORTONS,,7337 KINGSTON RD,Toronto,SCARBOROUGH,Ontario,M1B 5S3,4162839111,EATING PLACES,43.799729,-79.144711,722513,58120304,$0.00 ,10,10,2018
TIM HORTONS,,589 KING ST E SUITE 5792,Toronto,TORONTO,Ontario,M5A 1M6,4163630222,EATING PLACES,43.65651,-79.356641,722513,58120304,"$554,501.00 ",20,20,2015
TIM HORTON'S,,4751 LESLIE ST,Toronto,NORTH YORK,Ontario,M2J 2K8,4164946828,EATING PLACES,43.77875,-79.364961,722513,58120304,"$579,224.00 ",20,20,
TIM HORTONS AND COLD STONE CREAMERY,,261 YONGE ST,Toronto,TORONTO,Ontario,M5B 1N8,4162038787,EATING PLACES,43.655056,-79.38029,722513,58120304,$0.00 ,10,10,2017
TIM HORTONS EXPRESS,,1760 FINCH AVENUE E,Toronto,TORONTO,Ontario,M2J 5G3,,EATING PLACES,43.794685,-79.34639,722513,58120304,$0.00 ,10,10,2017
TIM HORTONS - TORONTO,,4110 YONGE ST,Toronto,NORTH YORK,Ontario,M2P 2B7,4169137627,EATING PLACES,43.74654,-79.407342,722513,58120304,"$579,224.00 ",20,20,2013
TIMOTHY'S COFFEES OF THE WORLD INC,,200 CONSILIUM PL,Toronto,SCARBOROUGH,Ontario,M1H 3E4,,EATING PLACES,43.77722,-79.251211,722513,58120304,"$167,810.00 ",5,5,2007
